CODE,Аймаг,Aimag,Сум,Soum,ургац,Crop,Year1
26528,Архангай,Arkhangai,Төвшрүүлэх,Tuvshruulekh,Гар тэжээл,Handmade fodder,44.498
26528,Архангай,Arkhangai,Төвшрүүлэх,Tuvshruulekh,Хужир шүү,Mineral fodder,180.5
26531,Архангай,Arkhangai,Хайрхан,"2-r bag, Khairkhan",Тэжээлийн ургамал,Fodder crops,617
26531,Архангай,Arkhangai,Хайрхан,"2-r bag, Khairkhan","Бэлтгэсэн өвс, хадлан",Hay harvest,5204.5
26531,Архангай,Arkhangai,Хайрхан,"2-r bag, Khairkhan",Гар тэжээл,Handmade fodder,329.3
26531,Архангай,Arkhangai,Хайрхан,"2-r bag, Khairkhan",Хужир шүү,Mineral fodder,210.8
26534,Архангай,Arkhangai,Хангайн бүс,Khangai region,Тэжээлийн ургамал,Fodder crops,3
26534,Архангай,Arkhangai,Хангайн бүс,Khangai region,"Бэлтгэсэн өвс, хадлан",Hay harvest,1082.1
26534,Архангай,Arkhangai,Хангайн бүс,Khangai region,Гар тэжээл,Handmade fodder,21.4
26534,Архангай,Arkhangai,Хангайн бүс,Khangai region,Хужир шүү,Mineral fodder,6.5
26537,Архангай,Arkhangai,Хашаат,Khashaat,Тэжээлийн ургамал,Fodder crops,4
26537,Архангай,Arkhangai,Хашаат,Khashaat,"Бэлтгэсэн өвс, хадлан",Hay harvest,3756.3
26537,Архангай,Arkhangai,Хашаат,Khashaat,Гар тэжээл,Handmade fodder,67.1
26537,Архангай,Arkhangai,Хашаат,Khashaat,Хужир шүү,Mineral fodder,129
26540,Архангай,Arkhangai,Хотонт,Khotont,Тэжээлийн ургамал,Fodder crops,122
26540,Архангай,Arkhangai,Хотонт,Khotont,"Бэлтгэсэн өвс, хадлан",Hay harvest,6299
26540,Архангай,Arkhangai,Хотонт,Khotont,Гар тэжээл,Handmade fodder,125.24
26540,Архангай,Arkhangai,Хотонт,Khotont,Хужир шүү,Mineral fodder,57.5
26543,Архангай,Arkhangai,Цахир,Tsakhir,Тэжээлийн ургамал,Fodder crops,160.7
26543,Архангай,Arkhangai,Цахир,Tsakhir,"Бэлтгэсэн өвс, хадлан",Hay harvest,2491
26543,Архангай,Arkhangai,Цахир,Tsakhir,Гар тэжээл,Handmade fodder,1.9
26543,Архангай,Arkhangai,Цахир,Tsakhir,Хужир шүү,Mineral fodder,40.4
26549,Архангай,Arkhangai,Цэцэрлэг,Tsetserleg,Тэжээлийн ургамал,Fodder crops,26
26549,Архангай,Arkhangai,Цэцэрлэг,Tsetserleg,"Бэлтгэсэн өвс, хадлан",Hay harvest,4621
26549,Архангай,Arkhangai,Цэцэрлэг,Tsetserleg,Гар тэжээл,Handmade fodder,83
26549,Архангай,Arkhangai,Цэцэрлэг,Tsetserleg,Хужир шүү,Mineral fodder,1
26552,Архангай,Arkhangai,Чулуут,Chuluut,Тэжээлийн ургамал,Fodder crops,25
26552,Архангай,Arkhangai,Чулуут,Chuluut,"Бэлтгэсэн өвс, хадлан",Hay harvest,3081.7
26552,Архангай,Arkhangai,Чулуут,Chuluut,Гар тэжээл,Handmade fodder,112
26555,Архангай,Arkhangai,Эрдэнэмандал,Erdenemandal,"Бэлтгэсэн өвс, хадлан",Hay harvest,6215
26555,Архангай,Arkhangai,Эрдэнэмандал,Erdenemandal,Гар тэжээл,Handmade fodder,112.5
26555,Архангай,Arkhangai,Эрдэнэмандал,Erdenemandal,Хужир шүү,Mineral fodder,4
26701,Хөвсгөл,Khuvsgul,Мөрөн,Murun,Тэжээлийн ургамал,Fodder crops,50
26701,Хөвсгөл,Khuvsgul,Мөрөн,Murun,"Бэлтгэсэн өвс, хадлан",Hay harvest,9957.25
26701,Хөвсгөл,Khuvsgul,Мөрөн,Murun,Гар тэжээл,Handmade fodder,50.96
26701,Хөвсгөл,Khuvsgul,Мөрөн,Murun,Хужир шүү,Mineral fodder,868.855
26704,Хөвсгөл,Khuvsgul,Алаг-Эрдэнэ,Alag-Erdene,"Бэлтгэсэн өвс, хадлан",Hay harvest,10458.5
26704,Хөвсгөл,Khuvsgul,Алаг-Эрдэнэ,Alag-Erdene,Гар тэжээл,Handmade fodder,37.95
26704,Хөвсгөл,Khuvsgul,Алаг-Эрдэнэ,Alag-Erdene,Хужир шүү,Mineral fodder,1128.92
26707,Хөвсгөл,Khuvsgul,Арбулаг,Arbulag,Тэжээлийн ургамал,Fodder crops,20
26707,Хөвсгөл,Khuvsgul,Арбулаг,Arbulag,"Бэлтгэсэн өвс, хадлан",Hay harvest,5346.6
26707,Хөвсгөл,Khuvsgul,Арбулаг,Arbulag,Хужир шүү,Mineral fodder,715
26710,Хөвсгөл,Khuvsgul,Баянзүрх,Bayanzurkh,Тэжээлийн ургамал,Fodder crops,0
26710,Хөвсгөл,Khuvsgul,Баянзүрх,Bayanzurkh,"Бэлтгэсэн өвс, хадлан",Hay harvest,12163
26710,Хөвсгөл,Khuvsgul,Баянзүрх,Bayanzurkh,Гар тэжээл,Handmade fodder,15.7
26710,Хөвсгөл,Khuvsgul,Баянзүрх,Bayanzurkh,Хужир шүү,Mineral fodder,809.45
26713,Хөвсгөл,Khuvsgul,Бүрэнтогтох,Burentogtokh,Тэжээлийн ургамал,Fodder crops,308
26713,Хөвсгөл,Khuvsgul,Бүрэнтогтох,Burentogtokh,"Бэлтгэсэн өвс, хадлан",Hay harvest,9644.5
26713,Хөвсгөл,Khuvsgul,Бүрэнтогтох,Burentogtokh,Гар тэжээл,Handmade fodder,15.6
26713,Хөвсгөл,Khuvsgul,Бүрэнтогтох,Burentogtokh,Хужир шүү,Mineral fodder,1514.7
26716,Хөвсгөл,Khuvsgul,Галт,Galt,Тэжээлийн ургамал,Fodder crops,132
26716,Хөвсгөл,Khuvsgul,Галт,Galt,"Бэлтгэсэн өвс, хадлан",Hay harvest,10552
26716,Хөвсгөл,Khuvsgul,Галт,Galt,Гар тэжээл,Handmade fodder,15.5
26716,Хөвсгөл,Khuvsgul,Галт,Galt,Хужир шүү,Mineral fodder,715.5
26719,Хөвсгөл,Khuvsgul,Жаргалант,Jargalant,"Бэлтгэсэн өвс, хадлан",Hay harvest,11222.4
26719,Хөвсгөл,Khuvsgul,Жаргалант,Jargalant,Гар тэжээл,Handmade fodder,30.26
26719,Хөвсгөл,Khuvsgul,Жаргалант,Jargalant,Хужир шүү,Mineral fodder,666.2
26722,Хөвсгөл,Khuvsgul,Их-Уул,Ikh-Uul,Тэжээлийн ургамал,Fodder crops,165
26722,Хөвсгөл,Khuvsgul,Их-Уул,Ikh-Uul,"Бэлтгэсэн өвс, хадлан",Hay harvest,17257.103
26722,Хөвсгөл,Khuvsgul,Их-Уул,Ikh-Uul,Гар тэжээл,Handmade fodder,198.45
26722,Хөвсгөл,Khuvsgul,Их-Уул,Ikh-Uul,Хужир шүү,Mineral fodder,711.46
26725,Хөвсгөл,Khuvsgul,Рашаант,Rashaant,"Бэлтгэсэн өвс, хадлан",Hay harvest,7791
26725,Хөвсгөл,Khuvsgul,Рашаант,Rashaant,Гар тэжээл,Handmade fodder,184.541
26725,Хөвсгөл,Khuvsgul,Рашаант,Rashaant,Хужир шүү,Mineral fodder,1130.569
26728,Хөвсгөл,Khuvsgul,Рэнчинлхүмбэ,Renchinlkhumbe,Тэжээлийн ургамал,Fodder crops,30
26728,Хөвсгөл,Khuvsgul,Рэнчинлхүмбэ,Renchinlkhumbe,"Бэлтгэсэн өвс, хадлан",Hay harvest,9606.5
26728,Хөвсгөл,Khuvsgul,Рэнчинлхүмбэ,Renchinlkhumbe,Гар тэжээл,Handmade fodder,85.561
26728,Хөвсгөл,Khuvsgul,Рэнчинлхүмбэ,Renchinlkhumbe,Хужир шүү,Mineral fodder,696.125
26731,Хөвсгөл,Khuvsgul,Тариалан,Tarialan,Тэжээлийн ургамал,Fodder crops,127
26731,Хөвсгөл,Khuvsgul,Тариалан,Tarialan,"Бэлтгэсэн өвс, хадлан",Hay harvest,32007.25
26731,Хөвсгөл,Khuvsgul,Тариалан,Tarialan,Гар тэжээл,Handmade fodder,35.53
26731,Хөвсгөл,Khuvsgul,Тариалан,Tarialan,Хужир шүү,Mineral fodder,462.45
26734,Хөвсгөл,Khuvsgul,Тосонцэнгэл,Tosontsengel,Тэжээлийн ургамал,Fodder crops,22
26734,Хөвсгөл,Khuvsgul,Тосонцэнгэл,Tosontsengel,"Бэлтгэсэн өвс, хадлан",Hay harvest,9348
26734,Хөвсгөл,Khuvsgul,Тосонцэнгэл,Tosontsengel,Гар тэжээл,Handmade fodder,95.35
26734,Хөвсгөл,Khuvsgul,Тосонцэнгэл,Tosontsengel,Хужир шүү,Mineral fodder,813.66
26737,Хөвсгөл,Khuvsgul,Төмөрбулаг,Tumurbulag,"Бэлтгэсэн өвс, хадлан",Hay harvest,12441.33
26737,Хөвсгөл,Khuvsgul,Төмөрбулаг,Tumurbulag,Гар тэжээл,Handmade fodder,11.641
26737,Хөвсгөл,Khuvsgul,Төмөрбулаг,Tumurbulag,Хужир шүү,Mineral fodder,799.9
26740,Хөвсгөл,Khuvsgul,Түнэл,Tunel,Тэжээлийн ургамал,Fodder crops,360
26740,Хөвсгөл,Khuvsgul,Түнэл,Tunel,"Бэлтгэсэн өвс, хадлан",Hay harvest,8653.8
26740,Хөвсгөл,Khuvsgul,Түнэл,Tunel,Гар тэжээл,Handmade fodder,22.9
26740,Хөвсгөл,Khuvsgul,Түнэл,Tunel,Хужир шүү,Mineral fodder,1070.7
26743,Хөвсгөл,Khuvsgul,Улаан-Уул,Ulaan-Uul,Тэжээлийн ургамал,Fodder crops,1.8
26743,Хөвсгөл,Khuvsgul,Улаан-Уул,Ulaan-Uul,"Бэлтгэсэн өвс, хадлан",Hay harvest,10498.07
26743,Хөвсгөл,Khuvsgul,Улаан-Уул,Ulaan-Uul,Гар тэжээл,Handmade fodder,33.923
26743,Хөвсгөл,Khuvsgul,Улаан-Уул,Ulaan-Uul,Хужир шүү,Mineral fodder,903.46
26746,Хөвсгөл,Khuvsgul,Ханх,Khankh,"Бэлтгэсэн өвс, хадлан",Hay harvest,7053.4
26746,Хөвсгөл,Khuvsgul,Ханх,Khankh,Гар тэжээл,Handmade fodder,20
26746,Хөвсгөл,Khuvsgul,Ханх,Khankh,Хужир шүү,Mineral fodder,610.5
26749,Хөвсгөл,Khuvsgul,Цагааннуур,Tsagaannuur,"Бэлтгэсэн өвс, хадлан",Hay harvest,958.1
26749,Хөвсгөл,Khuvsgul,Цагааннуур,Tsagaannuur,Гар тэжээл,Handmade fodder,4.1
26749,Хөвсгөл,Khuvsgul,Цагааннуур,Tsagaannuur,Хужир шүү,Mineral fodder,170.59
26752,Хөвсгөл,Khuvsgul,Цагаан-Уул,Tsagaan-Uul,Тэжээлийн ургамал,Fodder crops,106
26752,Хөвсгөл,Khuvsgul,Цагаан-Уул,Tsagaan-Uul,"Бэлтгэсэн өвс, хадлан",Hay harvest,14059.001
26752,Хөвсгөл,Khuvsgul,Цагаан-Уул,Tsagaan-Uul,Гар тэжээл,Handmade fodder,21.28
26752,Хөвсгөл,Khuvsgul,Цагаан-Уул,Tsagaan-Uul,Хужир шүү,Mineral fodder,946.9
26755,Хөвсгөл,Khuvsgul,Цагаан-Үүр,Tsagaan-Uur,"Бэлтгэсэн өвс, хадлан",Hay harvest,32329.5
26755,Хөвсгөл,Khuvsgul,Цагаан-Үүр,Tsagaan-Uur,Гар тэжээл,Handmade fodder,0.05
26755,Хөвсгөл,Khuvsgul,Цагаан-Үүр,Tsagaan-Uur,Хужир шүү,Mineral fodder,1853.15
26758,Хөвсгөл,Khuvsgul,Цэцэрлэг,Tsetserleg,"Бэлтгэсэн өвс, хадлан",Hay harvest,17149.5
26758,Хөвсгөл,Khuvsgul,Цэцэрлэг,Tsetserleg,Гар тэжээл,Handmade fodder,17.3
26758,Хөвсгөл,Khuvsgul,Цэцэрлэг,Tsetserleg,Хужир шүү,Mineral fodder,841
26761,Хөвсгөл,Khuvsgul,Чандмань-Өндөр,Chandmani-Undur,Тэжээлийн ургамал,Fodder crops,0
26761,Хөвсгөл,Khuvsgul,Чандмань-Өндөр,Chandmani-Undur,"Бэлтгэсэн өвс, хадлан",Hay harvest,7831.95
26761,Хөвсгөл,Khuvsgul,Чандмань-Өндөр,Chandmani-Undur,Гар тэжээл,Handmade fodder,15.85
26761,Хөвсгөл,Khuvsgul,Чандмань-Өндөр,Chandmani-Undur,Хужир шүү,Mineral fodder,297.07
26764,Хөвсгөл,Khuvsgul,Шинэ-Идэр,Shine-Ider,"Бэлтгэсэн өвс, хадлан",Hay harvest,3210.5
26764,Хөвсгөл,Khuvsgul,Шинэ-Идэр,Shine-Ider,Гар тэжээл,Handmade fodder,22.901
26764,Хөвсгөл,Khuvsgul,Шинэ-Идэр,Shine-Ider,Хужир шүү,Mineral fodder,359.42
26767,Хөвсгөл,Khuvsgul,Эрдэнэбулган,Erdenebulgan,Тэжээлийн ургамал,Fodder crops,25
26767,Хөвсгөл,Khuvsgul,Эрдэнэбулган,Erdenebulgan,"Бэлтгэсэн өвс, хадлан",Hay harvest,10708.02
26767,Хөвсгөл,Khuvsgul,Эрдэнэбулган,Erdenebulgan,Хужир шүү,Mineral fodder,123.1
34101,Төв,Tuv,Зуунмод,Zuunmod,Тэжээлийн ургамал,Fodder crops,244.7
34101,Төв,Tuv,Зуунмод,Zuunmod,"Бэлтгэсэн өвс, хадлан",Hay harvest,1860.53
34101,Төв,Tuv,Зуунмод,Zuunmod,Гар тэжээл,Handmade fodder,189.18
34101,Төв,Tuv,Зуунмод,Zuunmod,Хужир шүү,Mineral fodder,131.55
34104,Төв,Tuv,Алтанбулаг,Altanbulag,Тэжээлийн ургамал,Fodder crops,90
34104,Төв,Tuv,Алтанбулаг,Altanbulag,"Бэлтгэсэн өвс, хадлан",Hay harvest,3007.9
34104,Төв,Tuv,Алтанбулаг,Altanbulag,Гар тэжээл,Handmade fodder,424.65
34104,Төв,Tuv,Алтанбулаг,Altanbulag,Хужир шүү,Mineral fodder,844.79
34110,Төв,Tuv,Архуст,Arkhust,Тэжээлийн ургамал,Fodder crops,2975
34110,Төв,Tuv,Архуст,Arkhust,"Бэлтгэсэн өвс, хадлан",Hay harvest,1606.82
34110,Төв,Tuv,Архуст,Arkhust,Гар тэжээл,Handmade fodder,420.65
34110,Төв,Tuv,Архуст,Arkhust,Хужир шүү,Mineral fodder,157.74
34113,Төв,Tuv,Батсүмбэр,Batsumber,Тэжээлийн ургамал,Fodder crops,8448
34113,Төв,Tuv,Батсүмбэр,Batsumber,"Бэлтгэсэн өвс, хадлан",Hay harvest,12578
34113,Төв,Tuv,Батсүмбэр,Batsumber,Гар тэжээл,Handmade fodder,30.4
34113,Төв,Tuv,Батсүмбэр,Batsumber,Хужир шүү,Mineral fodder,834.46
34116,Төв,Tuv,Баян,Bayan,Тэжээлийн ургамал,Fodder crops,20
34116,Төв,Tuv,Баян,Bayan,"Бэлтгэсэн өвс, хадлан",Hay harvest,1006.2056
34116,Төв,Tuv,Баян,Bayan,Гар тэжээл,Handmade fodder,70.95
34116,Төв,Tuv,Баян,Bayan,Хужир шүү,Mineral fodder,245
34119,Төв,Tuv,Баяндэлгэр,Bayandelger,Тэжээлийн ургамал,Fodder crops,1032
34119,Төв,Tuv,Баяндэлгэр,Bayandelger,"Бэлтгэсэн өвс, хадлан",Hay harvest,2336.35
34119,Төв,Tuv,Баяндэлгэр,Bayandelger,Гар тэжээл,Handmade fodder,756.18
34119,Төв,Tuv,Баяндэлгэр,Bayandelger,Хужир шүү,Mineral fodder,430.7
34122,Төв,Tuv,Баянжаргалан,Bayanjargalan,"Бэлтгэсэн өвс, хадлан",Hay harvest,612.4
34122,Төв,Tuv,Баянжаргалан,Bayanjargalan,Гар тэжээл,Handmade fodder,94.9
34122,Төв,Tuv,Баянжаргалан,Bayanjargalan,Хужир шүү,Mineral fodder,278.1
34125,Төв,Tuv,Баян-Өнжүүл,Bayan-Unjuul,Тэжээлийн ургамал,Fodder crops,0
34125,Төв,Tuv,Баян-Өнжүүл,Bayan-Unjuul,"Бэлтгэсэн өвс, хадлан",Hay harvest,1113.82
34125,Төв,Tuv,Баян-Өнжүүл,Bayan-Unjuul,Гар тэжээл,Handmade fodder,139.2
34125,Төв,Tuv,Баян-Өнжүүл,Bayan-Unjuul,Хужир шүү,Mineral fodder,823.5
34128,Төв,Tuv,Баянхангай,Bayankhangai,"Бэлтгэсэн өвс, хадлан",Hay harvest,891.9
34128,Төв,Tuv,Баянхангай,Bayankhangai,Гар тэжээл,Handmade fodder,141.35
34128,Төв,Tuv,Баянхангай,Bayankhangai,Хужир шүү,Mineral fodder,245.8
34131,Төв,Tuv,Баянцагаан,Bayantsagaan,"Бэлтгэсэн өвс, хадлан",Hay harvest,639
34131,Төв,Tuv,Баянцагаан,Bayantsagaan,Гар тэжээл,Handmade fodder,106.55
34131,Төв,Tuv,Баянцагаан,Bayantsagaan,Хужир шүү,Mineral fodder,219.3
34137,Төв,Tuv,Баянчандмань,Bayanchandmani,Тэжээлийн ургамал,Fodder crops,6400
34137,Төв,Tuv,Баянчандмань,Bayanchandmani,"Бэлтгэсэн өвс, хадлан",Hay harvest,3225.3
34137,Төв,Tuv,Баянчандмань,Bayanchandmani,Гар тэжээл,Handmade fodder,355.22
34137,Төв,Tuv,Баянчандмань,Bayanchandmani,Хужир шүү,Mineral fodder,277.91
34140,Төв,Tuv,Борнуур,Bornuur,Тэжээлийн ургамал,Fodder crops,1800
34140,Төв,Tuv,Борнуур,Bornuur,"Бэлтгэсэн өвс, хадлан",Hay harvest,10061.5
34140,Төв,Tuv,Борнуур,Bornuur,Гар тэжээл,Handmade fodder,299
34140,Төв,Tuv,Борнуур,Bornuur,Хужир шүү,Mineral fodder,1673.8
34143,Төв,Tuv,Бүрэн,Buren,Тэжээлийн ургамал,Fodder crops,0.3
34143,Төв,Tuv,Бүрэн,Buren,"Бэлтгэсэн өвс, хадлан",Hay harvest,1046
34143,Төв,Tuv,Бүрэн,Buren,Гар тэжээл,Handmade fodder,99.1
34143,Төв,Tuv,Бүрэн,Buren,Хужир шүү,Mineral fodder,766.3
34146,Төв,Tuv,Дэлгэрхаан,Delgerkhaan,"Бэлтгэсэн өвс, хадлан",Hay harvest,868.82
34146,Төв,Tuv,Дэлгэрхаан,Delgerkhaan,Гар тэжээл,Handmade fodder,187.3
34146,Төв,Tuv,Дэлгэрхаан,Delgerkhaan,Хужир шүү,Mineral fodder,130.4
34149,Төв,Tuv,Жаргалант,Jargalant,Тэжээлийн ургамал,Fodder crops,1888
34149,Төв,Tuv,Жаргалант,Jargalant,"Бэлтгэсэн өвс, хадлан",Hay harvest,5099
34149,Төв,Tuv,Жаргалант,Jargalant,Гар тэжээл,Handmade fodder,97.2
34149,Төв,Tuv,Жаргалант,Jargalant,Хужир шүү,Mineral fodder,555.09
34152,Төв,Tuv,Заамар,Zaamar,Тэжээлийн ургамал,Fodder crops,222
34152,Төв,Tuv,Заамар,Zaamar,"Бэлтгэсэн өвс, хадлан",Hay harvest,2352.57
34152,Төв,Tuv,Заамар,Zaamar,Гар тэжээл,Handmade fodder,78.35
34152,Төв,Tuv,Заамар,Zaamar,Хужир шүү,Mineral fodder,602
34155,Төв,Tuv,Лүн,Lun,Тэжээлийн ургамал,Fodder crops,1395
34155,Төв,Tuv,Лүн,Lun,"Бэлтгэсэн өвс, хадлан",Hay harvest,2481
34155,Төв,Tuv,Лүн,Lun,Гар тэжээл,Handmade fodder,349
34155,Төв,Tuv,Лүн,Lun,Хужир шүү,Mineral fodder,664.5
34158,Төв,Tuv,Мөнгөнморьт,Mungunmorit,Тэжээлийн ургамал,Fodder crops,712.6
34158,Төв,Tuv,Мөнгөнморьт,Mungunmorit,"Бэлтгэсэн өвс, хадлан",Hay harvest,3807.3
34158,Төв,Tuv,Мөнгөнморьт,Mungunmorit,Гар тэжээл,Handmade fodder,226.5
34158,Төв,Tuv,Мөнгөнморьт,Mungunmorit,Хужир шүү,Mineral fodder,85.8
34161,Төв,Tuv,Өндөрширээт,Undurshireet,Тэжээлийн ургамал,Fodder crops,350.9
34161,Төв,Tuv,Өндөрширээт,Undurshireet,"Бэлтгэсэн өвс, хадлан",Hay harvest,1861.85
34161,Төв,Tuv,Өндөрширээт,Undurshireet,Гар тэжээл,Handmade fodder,166.9
34161,Төв,Tuv,Өндөрширээт,Undurshireet,Хужир шүү,Mineral fodder,823.5
34164,Төв,Tuv,Сүмбэр,Sumber,Тэжээлийн ургамал,Fodder crops,991
34164,Төв,Tuv,Сүмбэр,Sumber,"Бэлтгэсэн өвс, хадлан",Hay harvest,2528
34164,Төв,Tuv,Сүмбэр,Sumber,Гар тэжээл,Handmade fodder,136
34164,Төв,Tuv,Сүмбэр,Sumber,Хужир шүү,Mineral fodder,373.8
34167,Төв,Tuv,Сэргэлэн,Sergelen,Тэжээлийн ургамал,Fodder crops,1493
34167,Төв,Tuv,Сэргэлэн,Sergelen,"Бэлтгэсэн өвс, хадлан",Hay harvest,1569.9
34167,Төв,Tuv,Сэргэлэн,Sergelen,Гар тэжээл,Handmade fodder,146.4
34167,Төв,Tuv,Сэргэлэн,Sergelen,Хужир шүү,Mineral fodder,725.71
34173,Төв,Tuv,Цээл,Tseel,Тэжээлийн ургамал,Fodder crops,2324.8
34173,Төв,Tuv,Цээл,Tseel,"Бэлтгэсэн өвс, хадлан",Hay harvest,3260.4
34173,Төв,Tuv,Цээл,Tseel,Гар тэжээл,Handmade fodder,23.5
34173,Төв,Tuv,Цээл,Tseel,Хужир шүү,Mineral fodder,233.2
34176,Төв,Tuv,Эрдэнэ,Erdene,Тэжээлийн ургамал,Fodder crops,536
34176,Төв,Tuv,Эрдэнэ,Erdene,"Бэлтгэсэн өвс, хадлан",Hay harvest,11088.85
34176,Төв,Tuv,Эрдэнэ,Erdene,Гар тэжээл,Handmade fodder,1019.51
34176,Төв,Tuv,Эрдэнэ,Erdene,Хужир шүү,Mineral fodder,510.36
34179,Төв,Tuv,Эрдэнэсант,Erdenesant,Тэжээлийн ургамал,Fodder crops,2652
34179,Төв,Tuv,Эрдэнэсант,Erdenesant,"Бэлтгэсэн өвс, хадлан",Hay harvest,5194
34179,Төв,Tuv,Эрдэнэсант,Erdenesant,Гар тэжээл,Handmade fodder,465.4
34179,Төв,Tuv,Эрдэнэсант,Erdenesant,Хужир шүү,Mineral fodder,871.6
34201,Говьсүмбэр,Govisumber,Сүмбэр,Sumber,Тэжээлийн ургамал,Fodder crops,50
34201,Говьсүмбэр,Govisumber,Сүмбэр,Sumber,"Бэлтгэсэн өвс, хадлан",Hay harvest,1359.28
34201,Говьсүмбэр,Govisumber,Сүмбэр,Sumber,Гар тэжээл,Handmade fodder,90.85
34201,Говьсүмбэр,Govisumber,Сүмбэр,Sumber,Хужир шүү,Mineral fodder,244.85
34204,Говьсүмбэр,Govisumber,Баянтал,Bayantal,Тэжээлийн ургамал,Fodder crops,2.65
34204,Говьсүмбэр,Govisumber,Баянтал,Bayantal,"Бэлтгэсэн өвс, хадлан",Hay harvest,268.26
34204,Говьсүмбэр,Govisumber,Баянтал,Bayantal,Гар тэжээл,Handmade fodder,9.47
34204,Говьсүмбэр,Govisumber,Баянтал,Bayantal,Хужир шүү,Mineral fodder,232
34207,Говьсүмбэр,Govisumber,Шивээговь,Shiveegovi,"Бэлтгэсэн өвс, хадлан",Hay harvest,497.83
34207,Говьсүмбэр,Govisumber,Шивээговь,Shiveegovi,Гар тэжээл,Handmade fodder,38.93
34207,Говьсүмбэр,Govisumber,Шивээговь,Shiveegovi,Хужир шүү,Mineral fodder,30.87
34301,Сэлэнгэ,Selenge,Сүхбаатар,Sukhbaatar,"Бэлтгэсэн өвс, хадлан",Hay harvest,4586.3
34301,Сэлэнгэ,Selenge,Сүхбаатар,Sukhbaatar,Гар тэжээл,Handmade fodder,19.4
34301,Сэлэнгэ,Selenge,Сүхбаатар,Sukhbaatar,Хужир шүү,Mineral fodder,191.81
34304,Сэлэнгэ,Selenge,Алтанбулаг,Altanbulag,Тэжээлийн ургамал,Fodder crops,530
34304,Сэлэнгэ,Selenge,Алтанбулаг,Altanbulag,"Бэлтгэсэн өвс, хадлан",Hay harvest,6860
34304,Сэлэнгэ,Selenge,Алтанбулаг,Altanbulag,Хужир шүү,Mineral fodder,127
34307,Сэлэнгэ,Selenge,Баруунбүрэн,Baruunburen,Тэжээлийн ургамал,Fodder crops,300
34307,Сэлэнгэ,Selenge,Баруунбүрэн,Baruunburen,"Бэлтгэсэн өвс, хадлан",Hay harvest,15097.5
34307,Сэлэнгэ,Selenge,Баруунбүрэн,Baruunburen,Гар тэжээл,Handmade fodder,53.35
34307,Сэлэнгэ,Selenge,Баруунбүрэн,Baruunburen,Хужир шүү,Mineral fodder,414.8
34310,Сэлэнгэ,Selenge,Баянгол,Bayangol,Тэжээлийн ургамал,Fodder crops,225
34310,Сэлэнгэ,Selenge,Баянгол,Bayangol,"Бэлтгэсэн өвс, хадлан",Hay harvest,14134.15
34310,Сэлэнгэ,Selenge,Баянгол,Bayangol,Гар тэжээл,Handmade fodder,222.46
34310,Сэлэнгэ,Selenge,Баянгол,Bayangol,Хужир шүү,Mineral fodder,404.09
34313,Сэлэнгэ,Selenge,Ерөө,Yeruu,Тэжээлийн ургамал,Fodder crops,900
34313,Сэлэнгэ,Selenge,Ерөө,Yeruu,"Бэлтгэсэн өвс, хадлан",Hay harvest,19827
34313,Сэлэнгэ,Selenge,Ерөө,Yeruu,Гар тэжээл,Handmade fodder,60
34313,Сэлэнгэ,Selenge,Ерөө,Yeruu,Хужир шүү,Mineral fodder,298.05
34316,Сэлэнгэ,Selenge,Жавхлант,Javkhlant,Тэжээлийн ургамал,Fodder crops,176
34316,Сэлэнгэ,Selenge,Жавхлант,Javkhlant,"Бэлтгэсэн өвс, хадлан",Hay harvest,9666.4
34316,Сэлэнгэ,Selenge,Жавхлант,Javkhlant,Гар тэжээл,Handmade fodder,43.9
34316,Сэлэнгэ,Selenge,Жавхлант,Javkhlant,Хужир шүү,Mineral fodder,215.17
34319,Сэлэнгэ,Selenge,Зүүнбүрэн,Zuunburen,Тэжээлийн ургамал,Fodder crops,3235
34319,Сэлэнгэ,Selenge,Зүүнбүрэн,Zuunburen,"Бэлтгэсэн өвс, хадлан",Hay harvest,10151.1
34319,Сэлэнгэ,Selenge,Зүүнбүрэн,Zuunburen,Гар тэжээл,Handmade fodder,2246.2
34319,Сэлэнгэ,Selenge,Зүүнбүрэн,Zuunburen,Хужир шүү,Mineral fodder,141.02
34322,Сэлэнгэ,Selenge,Мандал,Mandal,Тэжээлийн ургамал,Fodder crops,3998
34322,Сэлэнгэ,Selenge,Мандал,Mandal,"Бэлтгэсэн өвс, хадлан",Hay harvest,25730.6
34322,Сэлэнгэ,Selenge,Мандал,Mandal,Гар тэжээл,Handmade fodder,915.89
34322,Сэлэнгэ,Selenge,Мандал,Mandal,Хужир шүү,Mineral fodder,645.73
34325,Сэлэнгэ,Selenge,Орхон,Orkhon,"Бэлтгэсэн өвс, хадлан",Hay harvest,9465.1
34325,Сэлэнгэ,Selenge,Орхон,Orkhon,Хужир шүү,Mineral fodder,23.8
34328,Сэлэнгэ,Selenge,Орхонтуул,Orkhontuul,"Бэлтгэсэн өвс, хадлан",Hay harvest,12431.3
34328,Сэлэнгэ,Selenge,Орхонтуул,Orkhontuul,Гар тэжээл,Handmade fodder,139.7
34328,Сэлэнгэ,Selenge,Орхонтуул,Orkhontuul,Хужир шүү,Mineral fodder,493.07
34331,Сэлэнгэ,Selenge,Сайхан,Saikhan,Тэжээлийн ургамал,Fodder crops,3555
34331,Сэлэнгэ,Selenge,Сайхан,Saikhan,"Бэлтгэсэн өвс, хадлан",Hay harvest,13057.6
